"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check","id.1","wides","legbyes","noballs","byes","odi_no.1","check.1","id.2","batsman.1","extras","total","odi_no.2","check.2","id.3","fielders","kind","player_out","odi_no.3","check.3","X","X.1","X.2"
"167419","183853","11.1","1186",1532,1182,2,"Pakistan",183859,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183859,1,0,1,3272,0,NA,NA,"","","","",NA,NA,NA
"167426","183860","12.1","1186",1551,1182,2,"Pakistan",183866,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183866,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167427","183861","12.2","1186",1551,1182,2,"Pakistan",183867,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183867,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167428","183862","12.3","1186",1551,1182,2,"Pakistan",183868,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183868,3,0,3,3272,0,NA,NA,"","","","",NA,NA,NA
"167432","183866","13.1","1186",1532,1182,2,"Pakistan",183872,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183872,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167433","183867","13.2","1186",1532,1182,2,"Pakistan",183873,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183873,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167434","183868","13.3","1186",1532,1182,2,"Pakistan",183874,6876,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183874,0,1,1,3272,0,NA,NA,"","","","",NA,NA,NA
"167435","183869","13.3","1186",1532,1182,2,"Pakistan",183875,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183875,4,0,4,3272,0,NA,NA,"","","","",NA,NA,NA
"167436","183870","13.4","1186",1532,1182,2,"Pakistan",183876,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183876,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167437","183871","13.5","1186",1532,1182,2,"Pakistan",183877,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183877,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167438","183872","13.6","1186",1532,1182,2,"Pakistan",183878,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183878,2,0,2,3272,0,NA,NA,"","","","",NA,NA,NA
"167442","183876","14.4","1186",236,1182,2,"Pakistan",183882,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183882,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167443","183877","14.5","1186",236,1182,2,"Pakistan",183883,6878,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183883,0,1,1,3272,0,NA,NA,"","","","",NA,NA,NA
"167444","183878","14.5","1186",236,1182,2,"Pakistan",183884,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183884,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167445","183879","14.6","1186",236,1182,2,"Pakistan",183885,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183885,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167451","183885","15.6","1186",1509,1182,2,"Pakistan",183891,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183891,6,0,6,3272,0,NA,NA,"","","","",NA,NA,NA
"167454","183888","16.3","1186",236,1182,2,"Pakistan",183894,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183894,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167455","183889","16.4","1186",236,1182,2,"Pakistan",183895,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183895,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167456","183890","16.5","1186",236,1182,2,"Pakistan",183896,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183896,4,0,4,3272,0,NA,NA,"","","","",NA,NA,NA
"167457","183891","16.6","1186",236,1182,2,"Pakistan",183897,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183897,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167459","183893","17.2","1186",1509,1182,2,"Pakistan",183899,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183899,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167460","183894","17.3","1186",1509,1182,2,"Pakistan",183900,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183900,1,0,1,3272,0,NA,NA,"","","","",NA,NA,NA
"167464","183898","18.1","1186",236,1182,2,"Pakistan",183904,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183904,1,0,1,3272,0,NA,NA,"","","","",NA,NA,NA
"167466","183900","18.3","1186",236,1182,2,"Pakistan",183906,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183906,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"167467","183901","18.4","1186",236,1182,2,"Pakistan",183907,-1,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183907,3,0,3,3272,0,NA,NA,"","","","",NA,NA,NA
"167471","183905","19.1","1186",1509,1182,2,"Pakistan",183911,6880,-1,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183911,0,1,1,3272,0,NA,NA,"","","","",NA,NA,NA
"167475","183909","19.5","1186",1509,1182,2,"Pakistan",183915,-1,4966,3272,"none",0,NA,NA,NA,NA,NA,NA,NA,183915,0,0,0,3272,0,NA,NA,"","","","",NA,NA,NA
"171164","187598","0.1","1186",749,1139,2,"Pakistan",187604,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187604,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171165","187599","0.2","1186",749,1139,2,"Pakistan",187605,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187605,4,0,4,3236,0,NA,NA,"","","","",NA,NA,NA
"171166","187600","0.3","1186",749,1139,2,"Pakistan",187606,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187606,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171167","187601","0.4","1186",749,1139,2,"Pakistan",187607,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187607,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171168","187602","0.5","1186",749,1139,2,"Pakistan",187608,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187608,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171169","187603","0.6","1186",749,1139,2,"Pakistan",187609,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187609,1,0,1,3236,0,NA,NA,"","","","",NA,NA,NA
"171170","187604","1.1","1186",1663,1139,2,"Pakistan",187610,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187610,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171171","187605","1.2","1186",1663,1139,2,"Pakistan",187611,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187611,1,0,1,3236,0,NA,NA,"","","","",NA,NA,NA
"171173","187607","1.4","1186",1663,1139,2,"Pakistan",187613,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187613,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171174","187608","1.5","1186",1663,1139,2,"Pakistan",187614,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187614,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171175","187609","1.6","1186",1663,1139,2,"Pakistan",187615,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187615,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171182","187616","3.1","1186",1663,1139,2,"Pakistan",187622,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187622,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171183","187617","3.2","1186",1663,1139,2,"Pakistan",187623,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187623,2,0,2,3236,0,NA,NA,"","","","",NA,NA,NA
"171184","187618","3.3","1186",1663,1139,2,"Pakistan",187624,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187624,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171185","187619","3.4","1186",1663,1139,2,"Pakistan",187625,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187625,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171186","187620","3.5","1186",1663,1139,2,"Pakistan",187626,-1,-1,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187626,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"171187","187621","3.6","1186",1663,1139,2,"Pakistan",187627,-1,5081,3236,"none",0,NA,NA,NA,NA,NA,NA,NA,187627,0,0,0,3236,0,NA,NA,"","","","",NA,NA,NA
"175659","192093","0.1","1186",619,733,1,"Pakistan",192099,-1,-1,3222,"none",0,NA,NA,NA,NA,NA,NA,NA,192099,0,0,0,3222,0,NA,NA,"","","","",NA,NA,NA
"175660","192094","0.2","1186",619,733,1,"Pakistan",192100,-1,-1,3222,"none",0,NA,NA,NA,NA,NA,NA,NA,192100,0,0,0,3222,0,NA,NA,"","","","",NA,NA,NA
"175661","192095","0.3","1186",619,733,1,"Pakistan",192101,-1,-1,3222,"none",0,NA,NA,NA,NA,NA,NA,NA,192101,0,0,0,3222,0,NA,NA,"","","","",NA,NA,NA
"175662","192096","0.4","1186",619,733,1,"Pakistan",192102,-1,5215,3222,"none",0,NA,NA,NA,NA,NA,NA,NA,192102,0,0,0,3222,0,NA,NA,"","","","",NA,NA,NA
"176172","192606","0.1","1186",619,1139,1,"Pakistan",192612,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192612,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176173","192607","0.2","1186",619,1139,1,"Pakistan",192613,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192613,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176174","192608","0.3","1186",619,1139,1,"Pakistan",192614,7191,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192614,0,1,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176175","192609","0.3","1186",619,1139,1,"Pakistan",192615,7192,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192615,0,1,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176179","192613","1.1","1186",661,1139,1,"Pakistan",192619,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192619,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176180","192614","1.2","1186",661,1139,1,"Pakistan",192620,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192620,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176181","192615","1.3","1186",661,1139,1,"Pakistan",192621,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192621,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176182","192616","1.4","1186",661,1139,1,"Pakistan",192622,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192622,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176183","192617","1.5","1186",661,1139,1,"Pakistan",192623,7193,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192623,0,1,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176184","192618","1.5","1186",661,1139,1,"Pakistan",192624,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192624,4,0,4,3220,0,NA,NA,"","","","",NA,NA,NA
"176185","192619","1.6","1186",661,1139,1,"Pakistan",192625,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192625,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176193","192627","3.1","1186",661,1289,1,"Pakistan",192633,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192633,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176194","192628","3.2","1186",661,1289,1,"Pakistan",192634,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192634,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176195","192629","3.3","1186",661,1289,1,"Pakistan",192635,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192635,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176196","192630","3.4","1186",661,1289,1,"Pakistan",192636,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192636,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176197","192631","3.5","1186",661,1289,1,"Pakistan",192637,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192637,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176198","192632","3.6","1186",661,1289,1,"Pakistan",192638,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192638,4,0,4,3220,0,NA,NA,"","","","",NA,NA,NA
"176201","192635","4.3","1186",619,1289,1,"Pakistan",192641,7195,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192641,0,1,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176202","192636","4.3","1186",619,1289,1,"Pakistan",192642,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192642,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176203","192637","4.4","1186",619,1289,1,"Pakistan",192643,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192643,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176204","192638","4.5","1186",619,1289,1,"Pakistan",192644,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192644,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176205","192639","4.6","1186",619,1289,1,"Pakistan",192645,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192645,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176211","192645","5.6","1186",661,1289,1,"Pakistan",192651,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192651,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176215","192649","6.4","1186",619,1289,1,"Pakistan",192655,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192655,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176216","192650","6.5","1186",619,1289,1,"Pakistan",192656,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192656,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176217","192651","6.6","1186",619,1289,1,"Pakistan",192657,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192657,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176219","192653","7.2","1186",661,1289,1,"Pakistan",192659,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192659,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176220","192654","7.3","1186",661,1289,1,"Pakistan",192660,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192660,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176224","192658","8.1","1186",619,1289,1,"Pakistan",192664,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192664,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176225","192659","8.2","1186",619,1289,1,"Pakistan",192665,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192665,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176226","192660","8.3","1186",619,1289,1,"Pakistan",192666,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192666,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176227","192661","8.4","1186",619,1289,1,"Pakistan",192667,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192667,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176228","192662","8.5","1186",619,1289,1,"Pakistan",192668,7196,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192668,0,1,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176229","192663","8.5","1186",619,1289,1,"Pakistan",192669,7197,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192669,0,1,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176230","192664","8.5","1186",619,1289,1,"Pakistan",192670,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192670,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176231","192665","8.6","1186",619,1289,1,"Pakistan",192671,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192671,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176237","192671","9.6","1186",1978,1289,1,"Pakistan",192677,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192677,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176239","192673","10.2","1186",619,1289,1,"Pakistan",192679,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192679,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176253","192687","12.3","1186",2010,1289,1,"Pakistan",192693,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192693,4,0,4,3220,0,NA,NA,"","","","",NA,NA,NA
"176254","192688","12.4","1186",2010,1289,1,"Pakistan",192694,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192694,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176255","192689","12.5","1186",2010,1289,1,"Pakistan",192695,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192695,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176256","192690","12.6","1186",2010,1289,1,"Pakistan",192696,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192696,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176257","192691","13.1","1186",1978,1289,1,"Pakistan",192697,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192697,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176259","192693","13.3","1186",1978,1289,1,"Pakistan",192699,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192699,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176260","192694","13.4","1186",1978,1289,1,"Pakistan",192700,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192700,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176261","192695","13.5","1186",1978,1289,1,"Pakistan",192701,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192701,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176263","192697","14.1","1186",2010,1289,1,"Pakistan",192703,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192703,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176264","192698","14.2","1186",2010,1289,1,"Pakistan",192704,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192704,4,0,4,3220,0,NA,NA,"","","","",NA,NA,NA
"176265","192699","14.3","1186",2010,1289,1,"Pakistan",192705,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192705,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176266","192700","14.4","1186",2010,1289,1,"Pakistan",192706,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192706,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176269","192703","15.1","1186",1978,1289,1,"Pakistan",192709,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192709,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176270","192704","15.2","1186",1978,1289,1,"Pakistan",192710,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192710,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176272","192706","15.4","1186",1978,1289,1,"Pakistan",192712,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192712,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176273","192707","15.5","1186",1978,1289,1,"Pakistan",192713,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192713,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176274","192708","15.6","1186",1978,1289,1,"Pakistan",192714,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192714,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176276","192710","16.2","1186",1910,1289,1,"Pakistan",192716,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192716,4,0,4,3220,0,NA,NA,"","","","",NA,NA,NA
"176277","192711","16.3","1186",1910,1289,1,"Pakistan",192717,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192717,1,0,1,3220,0,NA,NA,"","","","",NA,NA,NA
"176280","192714","16.6","1186",1910,1289,1,"Pakistan",192720,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192720,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176286","192720","17.6","1186",1978,1289,1,"Pakistan",192726,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192726,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176288","192722","18.2","1186",661,1289,1,"Pakistan",192728,-1,-1,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192728,4,0,4,3220,0,NA,NA,"","","","",NA,NA,NA
"176289","192723","18.3","1186",661,1289,1,"Pakistan",192729,-1,5236,3220,"none",0,NA,NA,NA,NA,NA,NA,NA,192729,0,0,0,3220,0,NA,NA,"","","","",NA,NA,NA
"176982","193416","0.1","1186",2010,1139,2,"Pakistan",193422,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193422,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"176983","193417","0.2","1186",2010,1139,2,"Pakistan",193423,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193423,4,0,4,3218,0,NA,NA,"","","","",NA,NA,NA
"176984","193418","0.3","1186",2010,1139,2,"Pakistan",193424,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193424,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"176985","193419","0.4","1186",2010,1139,2,"Pakistan",193425,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193425,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"176986","193420","0.5","1186",2010,1139,2,"Pakistan",193426,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193426,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"176987","193421","0.6","1186",2010,1139,2,"Pakistan",193427,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193427,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"176996","193430","2.1","1186",2010,1139,2,"Pakistan",193436,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193436,4,0,4,3218,0,NA,NA,"","","","",NA,NA,NA
"176997","193431","2.2","1186",2010,1139,2,"Pakistan",193437,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193437,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"176998","193432","2.3","1186",2010,1139,2,"Pakistan",193438,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193438,4,0,4,3218,0,NA,NA,"","","","",NA,NA,NA
"176999","193433","2.4","1186",2010,1139,2,"Pakistan",193439,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193439,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177000","193434","2.5","1186",2010,1139,2,"Pakistan",193440,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193440,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177001","193435","2.6","1186",2010,1139,2,"Pakistan",193441,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193441,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177003","193437","3.2","1186",619,1139,2,"Pakistan",193443,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193443,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177004","193438","3.3","1186",619,1139,2,"Pakistan",193444,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193444,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177005","193439","3.4","1186",619,1139,2,"Pakistan",193445,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193445,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177006","193440","3.5","1186",619,1139,2,"Pakistan",193446,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193446,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177007","193441","3.6","1186",619,1139,2,"Pakistan",193447,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193447,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177015","193449","5.2","1186",619,1139,2,"Pakistan",193455,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193455,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177016","193450","5.3","1186",619,1139,2,"Pakistan",193456,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193456,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177017","193451","5.4","1186",619,1139,2,"Pakistan",193457,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193457,4,0,4,3218,0,NA,NA,"","","","",NA,NA,NA
"177018","193452","5.5","1186",619,1139,2,"Pakistan",193458,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193458,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177019","193453","5.6","1186",619,1139,2,"Pakistan",193459,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193459,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177026","193460","7.1","1186",1978,1139,2,"Pakistan",193466,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193466,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177027","193461","7.2","1186",1978,1139,2,"Pakistan",193467,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193467,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177028","193462","7.3","1186",1978,1139,2,"Pakistan",193468,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193468,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177029","193463","7.4","1186",1978,1139,2,"Pakistan",193469,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193469,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177030","193464","7.5","1186",1978,1139,2,"Pakistan",193470,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193470,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
"177031","193465","7.6","1186",1978,1139,2,"Pakistan",193471,-1,-1,3218,"none",0,NA,NA,NA,NA,NA,NA,NA,193471,0,0,0,3218,0,NA,NA,"","","","",NA,NA,NA
