"","id","ball","batsman","bowler","nonstriker","innings","team","run","extra","wicket","odi_no","commentary","check"
"194782","211216","20.2","1186",1478,1139,1,"Pakistan",211222,-1,-1,3214,"none",0
"194784","211218","20.4","1186",1478,1139,1,"Pakistan",211224,-1,-1,3214,"none",0
"194785","211219","20.5","1186",1478,1139,1,"Pakistan",211225,-1,-1,3214,"none",0
"194788","211222","21.2","1186",557,1139,1,"Pakistan",211228,-1,-1,3214,"none",0
"194791","211225","21.5","1186",557,1139,1,"Pakistan",211231,-1,-1,3214,"none",0
"194792","211226","21.6","1186",557,1139,1,"Pakistan",211232,-1,-1,3214,"none",0
"194795","211229","22.3","1186",1478,1139,1,"Pakistan",211235,-1,-1,3214,"none",0
"194796","211230","22.4","1186",1478,1139,1,"Pakistan",211236,-1,-1,3214,"none",0
"194797","211231","22.5","1186",1478,1139,1,"Pakistan",211237,-1,-1,3214,"none",0
"194798","211232","22.6","1186",1478,1139,1,"Pakistan",211238,-1,-1,3214,"none",0
"194799","211233","23.1","1186",557,1139,1,"Pakistan",211239,-1,-1,3214,"none",0
"194800","211234","23.2","1186",557,1139,1,"Pakistan",211240,-1,-1,3214,"none",0
"194802","211236","23.4","1186",557,1139,1,"Pakistan",211242,-1,-1,3214,"none",0
"194803","211237","23.5","1186",557,1139,1,"Pakistan",211243,-1,-1,3214,"none",0
"194805","211239","24.1","1186",1478,1139,1,"Pakistan",211245,-1,-1,3214,"none",0
"194806","211240","24.2","1186",1478,1139,1,"Pakistan",211246,-1,-1,3214,"none",0
"194807","211241","24.3","1186",1478,1139,1,"Pakistan",211247,-1,-1,3214,"none",0
"194809","211243","24.5","1186",1478,1139,1,"Pakistan",211249,-1,-1,3214,"none",0
"194810","211244","24.6","1186",1478,1139,1,"Pakistan",211250,-1,-1,3214,"none",0
"194811","211245","25.1","1186",1549,1139,1,"Pakistan",211251,-1,-1,3214,"none",0
"194816","211250","25.6","1186",1549,1139,1,"Pakistan",211256,-1,-1,3214,"none",0
"194817","211251","26.1","1186",1478,1139,1,"Pakistan",211257,-1,-1,3214,"none",0
"194820","211254","26.4","1186",1478,1139,1,"Pakistan",211260,-1,-1,3214,"none",0
"194822","211256","26.6","1186",1478,1139,1,"Pakistan",211262,-1,-1,3214,"none",0
"194823","211257","27.1","1186",1549,1139,1,"Pakistan",211263,-1,-1,3214,"none",0
"194824","211258","27.2","1186",1549,1139,1,"Pakistan",211264,-1,-1,3214,"none",0
"194825","211259","27.3","1186",1549,1139,1,"Pakistan",211265,-1,-1,3214,"none",0
"194828","211262","27.6","1186",1549,1139,1,"Pakistan",211268,-1,-1,3214,"none",0
"194829","211263","28.1","1186",1488,1139,1,"Pakistan",211269,-1,-1,3214,"none",0
"194834","211268","28.6","1186",1488,1139,1,"Pakistan",211274,-1,-1,3214,"none",0
"194836","211270","29.2","1186",557,1139,1,"Pakistan",211276,-1,5703,3214,"none",0
"195582","212016","0.1","1186",1550,1139,2,"Pakistan",212022,-1,-1,3213,"none",0
"195583","212017","0.2","1186",1550,1139,2,"Pakistan",212023,-1,-1,3213,"none",0
"195584","212018","0.3","1186",1550,1139,2,"Pakistan",212024,-1,5728,3213,"none",0
"196120","212554","0.1","1186",1550,1139,2,"Pakistan",212560,7879,-1,3212,"none",0
"196121","212555","0.1","1186",1550,1139,2,"Pakistan",212561,-1,-1,3212,"none",0
"196129","212563","1.1","1186",1537,1139,2,"Pakistan",212569,-1,-1,3212,"none",0
"196130","212564","1.2","1186",1537,1139,2,"Pakistan",212570,-1,-1,3212,"none",0
"196131","212565","1.3","1186",1537,1139,2,"Pakistan",212571,-1,-1,3212,"none",0
"196132","212566","1.4","1186",1537,1139,2,"Pakistan",212572,-1,-1,3212,"none",0
"196133","212567","1.5","1186",1537,1139,2,"Pakistan",212573,-1,5748,3212,"none",0
"199251","215685","0.1","1186",242,1139,1,"Pakistan",215691,-1,-1,3194,"none",0
"199252","215686","0.2","1186",242,1139,1,"Pakistan",215692,7996,-1,3194,"none",0
"199253","215687","0.2","1186",242,1139,1,"Pakistan",215693,-1,-1,3194,"none",0
"199254","215688","0.3","1186",242,1139,1,"Pakistan",215694,7997,-1,3194,"none",0
"199262","215696","1.5","1186",795,1139,1,"Pakistan",215702,-1,-1,3194,"none",0
"199264","215698","2.1","1186",242,1139,1,"Pakistan",215704,-1,-1,3194,"none",0
"199265","215699","2.2","1186",242,1139,1,"Pakistan",215705,-1,-1,3194,"none",0
"199266","215700","2.3","1186",242,1139,1,"Pakistan",215706,7998,-1,3194,"none",0
"199267","215701","2.3","1186",242,1139,1,"Pakistan",215707,-1,-1,3194,"none",0
"199268","215702","2.4","1186",242,1139,1,"Pakistan",215708,-1,-1,3194,"none",0
"199269","215703","2.5","1186",242,1139,1,"Pakistan",215709,-1,-1,3194,"none",0
"199270","215704","2.6","1186",242,1139,1,"Pakistan",215710,-1,-1,3194,"none",0
"199277","215711","4.1","1186",242,1139,1,"Pakistan",215717,-1,-1,3194,"none",0
"199278","215712","4.2","1186",242,1139,1,"Pakistan",215718,-1,-1,3194,"none",0
"199279","215713","4.3","1186",242,1139,1,"Pakistan",215719,-1,-1,3194,"none",0
"199280","215714","4.4","1186",242,1139,1,"Pakistan",215720,-1,-1,3194,"none",0
"199281","215715","4.5","1186",242,1139,1,"Pakistan",215721,-1,-1,3194,"none",0
"199282","215716","4.6","1186",242,1139,1,"Pakistan",215722,-1,-1,3194,"none",0
"199286","215720","5.4","1186",795,1139,1,"Pakistan",215726,-1,-1,3194,"none",0
"199287","215721","5.5","1186",795,1139,1,"Pakistan",215727,-1,-1,3194,"none",0
"199288","215722","5.6","1186",795,1139,1,"Pakistan",215728,7999,-1,3194,"none",0
"199289","215723","5.6","1186",795,1139,1,"Pakistan",215729,-1,-1,3194,"none",0
"199294","215728","6.5","1186",242,1139,1,"Pakistan",215734,-1,5818,3194,"none",0
"200172","216606","0.1","1186",1864,1139,2,"Pakistan",216612,-1,-1,3190,"none",0
"200173","216607","0.2","1186",1864,1139,2,"Pakistan",216613,-1,-1,3190,"none",0
"200174","216608","0.3","1186",1864,1139,2,"Pakistan",216614,8026,-1,3190,"none",0
"200175","216609","0.3","1186",1864,1139,2,"Pakistan",216615,-1,-1,3190,"none",0
"200176","216610","0.4","1186",1864,1139,2,"Pakistan",216616,-1,-1,3190,"none",0
"200178","216612","0.6","1186",1864,1139,2,"Pakistan",216618,-1,-1,3190,"none",0
"200182","216616","1.4","1186",242,1139,2,"Pakistan",216622,-1,-1,3190,"none",0
"200183","216617","1.5","1186",242,1139,2,"Pakistan",216623,-1,-1,3190,"none",0
"200184","216618","1.6","1186",242,1139,2,"Pakistan",216624,-1,-1,3190,"none",0
"200192","216626","3.1","1186",242,1139,2,"Pakistan",216632,-1,-1,3190,"none",0
"200197","216631","3.6","1186",242,1139,2,"Pakistan",216637,-1,-1,3190,"none",0
"200199","216633","4.2","1186",1864,1139,2,"Pakistan",216639,-1,-1,3190,"none",0
"200200","216634","4.3","1186",1864,1139,2,"Pakistan",216640,-1,-1,3190,"none",0
"200201","216635","4.4","1186",1864,1139,2,"Pakistan",216641,-1,-1,3190,"none",0
"200202","216636","4.5","1186",1864,1139,2,"Pakistan",216642,-1,-1,3190,"none",0
"200204","216638","5.1","1186",242,1139,2,"Pakistan",216644,-1,-1,3190,"none",0
"200210","216644","6.1","1186",1864,1139,2,"Pakistan",216650,-1,-1,3190,"none",0
"200216","216650","7.1","1186",242,1139,2,"Pakistan",216656,-1,-1,3190,"none",0
"200217","216651","7.2","1186",242,1139,2,"Pakistan",216657,-1,-1,3190,"none",0
"200220","216654","7.5","1186",242,1139,2,"Pakistan",216660,-1,-1,3190,"none",0
"200221","216655","7.6","1186",242,1139,2,"Pakistan",216661,-1,-1,3190,"none",0
"200225","216659","8.4","1186",1864,1139,2,"Pakistan",216665,-1,-1,3190,"none",0
"200226","216660","8.5","1186",1864,1139,2,"Pakistan",216666,-1,-1,3190,"none",0
"200227","216661","8.6","1186",1864,1139,2,"Pakistan",216667,-1,-1,3190,"none",0
"200231","216665","9.4","1186",242,1139,2,"Pakistan",216671,-1,-1,3190,"none",0
"200232","216666","9.5","1186",242,1139,2,"Pakistan",216672,-1,-1,3190,"none",0
"200234","216668","10.1","1186",1898,1139,2,"Pakistan",216674,-1,-1,3190,"none",0
"200235","216669","10.2","1186",1898,1139,2,"Pakistan",216675,-1,-1,3190,"none",0
"200236","216670","10.3","1186",1898,1139,2,"Pakistan",216676,-1,-1,3190,"none",0
"200237","216671","10.4","1186",1898,1139,2,"Pakistan",216677,-1,-1,3190,"none",0
"200238","216672","10.5","1186",1898,1139,2,"Pakistan",216678,-1,-1,3190,"none",0
"200239","216673","10.6","1186",1898,1139,2,"Pakistan",216679,-1,-1,3190,"none",0
"200240","216674","11.1","1186",1812,1139,2,"Pakistan",216680,-1,-1,3190,"none",0
"200241","216675","11.2","1186",1812,1139,2,"Pakistan",216681,-1,-1,3190,"none",0
"200243","216677","11.4","1186",1812,1139,2,"Pakistan",216683,-1,-1,3190,"none",0
"200244","216678","11.5","1186",1812,1139,2,"Pakistan",216684,-1,-1,3190,"none",0
"200245","216679","11.6","1186",1812,1139,2,"Pakistan",216685,-1,-1,3190,"none",0
"200248","216682","12.2","1186",1898,1139,2,"Pakistan",216688,-1,-1,3190,"none",0
"200253","216687","13.1","1186",1812,1139,2,"Pakistan",216693,-1,-1,3190,"none",0
"200256","216690","13.4","1186",1812,1139,2,"Pakistan",216696,-1,-1,3190,"none",0
"200257","216691","13.5","1186",1812,1139,2,"Pakistan",216697,-1,-1,3190,"none",0
"200258","216692","13.6","1186",1812,1139,2,"Pakistan",216698,-1,-1,3190,"none",0
"200260","216694","14.2","1186",1898,1139,2,"Pakistan",216700,-1,-1,3190,"none",0
"200265","216699","14.6","1186",1898,1139,2,"Pakistan",216705,-1,-1,3190,"none",0
"200269","216703","15.4","1186",1879,1139,2,"Pakistan",216709,-1,-1,3190,"none",0
"200270","216704","15.5","1186",1879,1139,2,"Pakistan",216710,-1,-1,3190,"none",0
"200272","216706","16.1","1186",1898,1139,2,"Pakistan",216712,-1,-1,3190,"none",0
"200274","216708","16.3","1186",1898,1139,2,"Pakistan",216714,-1,-1,3190,"none",0
"200275","216709","16.4","1186",1898,1139,2,"Pakistan",216715,-1,-1,3190,"none",0
"200278","216712","17.1","1186",1879,1139,2,"Pakistan",216718,-1,-1,3190,"none",0
"200279","216713","17.2","1186",1879,1139,2,"Pakistan",216719,-1,-1,3190,"none",0
"200280","216714","17.3","1186",1879,1139,2,"Pakistan",216720,-1,-1,3190,"none",0
"200281","216715","17.4","1186",1879,1139,2,"Pakistan",216721,-1,-1,3190,"none",0
"200282","216716","17.5","1186",1879,1139,2,"Pakistan",216722,-1,-1,3190,"none",0
"200283","216717","17.6","1186",1879,1139,2,"Pakistan",216723,-1,-1,3190,"none",0
"200284","216718","18.1","1186",1898,1139,2,"Pakistan",216724,-1,-1,3190,"none",0
"200285","216719","18.2","1186",1898,1139,2,"Pakistan",216725,-1,-1,3190,"none",0
"200288","216722","18.4","1186",1898,1139,2,"Pakistan",216728,-1,-1,3190,"none",0
"200289","216723","18.5","1186",1898,1139,2,"Pakistan",216729,-1,-1,3190,"none",0
"200293","216727","19.3","1186",1879,1139,2,"Pakistan",216733,-1,-1,3190,"none",0
"200294","216728","19.4","1186",1879,1139,2,"Pakistan",216734,-1,-1,3190,"none",0
"200295","216729","19.5","1186",1879,1139,2,"Pakistan",216735,-1,-1,3190,"none",0
"200296","216730","19.6","1186",1879,1139,2,"Pakistan",216736,-1,-1,3190,"none",0
"200298","216732","20.2","1186",1815,1139,2,"Pakistan",216738,-1,-1,3190,"none",0
"200299","216733","20.3","1186",1815,1139,2,"Pakistan",216739,-1,-1,3190,"none",0
"200302","216736","20.6","1186",1815,1139,2,"Pakistan",216742,-1,-1,3190,"none",0
"200304","216738","21.2","1186",1879,1139,2,"Pakistan",216744,-1,-1,3190,"none",0
"200305","216739","21.3","1186",1879,1139,2,"Pakistan",216745,-1,-1,3190,"none",0
"200306","216740","21.4","1186",1879,1139,2,"Pakistan",216746,-1,-1,3190,"none",0
"200307","216741","21.5","1186",1879,1139,2,"Pakistan",216747,-1,-1,3190,"none",0
"200308","216742","21.6","1186",1879,1139,2,"Pakistan",216748,-1,-1,3190,"none",0
"200309","216743","22.1","1186",1815,1139,2,"Pakistan",216749,-1,-1,3190,"none",0
"200310","216744","22.2","1186",1815,1139,2,"Pakistan",216750,-1,-1,3190,"none",0
"200311","216745","22.3","1186",1815,1139,2,"Pakistan",216751,-1,-1,3190,"none",0
"200312","216746","22.4","1186",1815,1139,2,"Pakistan",216752,-1,-1,3190,"none",0
"200313","216747","22.5","1186",1815,1139,2,"Pakistan",216753,-1,-1,3190,"none",0
"200315","216749","23.1","1186",1879,1139,2,"Pakistan",216755,-1,-1,3190,"none",0
"200316","216750","23.2","1186",1879,1139,2,"Pakistan",216756,-1,-1,3190,"none",0
"200317","216751","23.3","1186",1879,1139,2,"Pakistan",216757,-1,-1,3190,"none",0
"200318","216752","23.4","1186",1879,1139,2,"Pakistan",216758,-1,-1,3190,"none",0
"200319","216753","23.5","1186",1879,1139,2,"Pakistan",216759,-1,-1,3190,"none",0
"200320","216754","23.6","1186",1879,1139,2,"Pakistan",216760,-1,-1,3190,"none",0
"200321","216755","24.1","1186",1864,1139,2,"Pakistan",216761,-1,-1,3190,"none",0
"200323","216757","24.3","1186",1864,1139,2,"Pakistan",216763,8032,-1,3190,"none",0
"200324","216758","24.3","1186",1864,1139,2,"Pakistan",216764,-1,-1,3190,"none",0
"200325","216759","24.4","1186",1864,1139,2,"Pakistan",216765,-1,-1,3190,"none",0
"200326","216760","24.5","1186",1864,1139,2,"Pakistan",216766,-1,-1,3190,"none",0
"200327","216761","24.6","1186",1864,1139,2,"Pakistan",216767,-1,-1,3190,"none",0
"200328","216762","25.1","1186",242,1139,2,"Pakistan",216768,-1,-1,3190,"none",0
"200334","216768","26.1","1186",1864,1139,2,"Pakistan",216774,-1,-1,3190,"none",0
"200335","216769","26.2","1186",1864,1139,2,"Pakistan",216775,-1,-1,3190,"none",0
"200338","216772","26.5","1186",1864,1139,2,"Pakistan",216778,-1,-1,3190,"none",0
"200341","216775","27.2","1186",242,1139,2,"Pakistan",216781,-1,-1,3190,"none",0
"200345","216779","27.6","1186",242,1139,2,"Pakistan",216785,-1,-1,3190,"none",0
"200346","216780","28.1","1186",1898,1139,2,"Pakistan",216786,-1,-1,3190,"none",0
"200349","216783","28.4","1186",1898,1139,2,"Pakistan",216789,-1,-1,3190,"none",0
"200350","216784","28.5","1186",1898,1139,2,"Pakistan",216790,-1,-1,3190,"none",0
"200351","216785","28.6","1186",1898,1139,2,"Pakistan",216791,-1,-1,3190,"none",0
"200352","216786","29.1","1186",1812,1139,2,"Pakistan",216792,-1,-1,3190,"none",0
"200353","216787","29.2","1186",1812,1139,2,"Pakistan",216793,-1,-1,3190,"none",0
"200354","216788","29.3","1186",1812,1139,2,"Pakistan",216794,-1,-1,3190,"none",0
"200355","216789","29.4","1186",1812,1139,2,"Pakistan",216795,-1,-1,3190,"none",0
"200358","216792","29.6","1186",1812,1139,2,"Pakistan",216798,-1,-1,3190,"none",0
"200361","216795","30.3","1186",1898,1139,2,"Pakistan",216801,-1,-1,3190,"none",0
"200363","216797","30.5","1186",1898,1139,2,"Pakistan",216803,-1,-1,3190,"none",0
"200365","216799","31.1","1186",1812,1139,2,"Pakistan",216805,-1,-1,3190,"none",0
"200367","216801","31.3","1186",1812,1139,2,"Pakistan",216807,-1,-1,3190,"none",0
"200368","216802","31.4","1186",1812,1139,2,"Pakistan",216808,-1,-1,3190,"none",0
"200369","216803","31.5","1186",1812,1139,2,"Pakistan",216809,8034,-1,3190,"none",0
"200371","216805","32.1","1186",1898,1139,2,"Pakistan",216811,-1,-1,3190,"none",0
"200376","216810","32.6","1186",1898,1139,2,"Pakistan",216816,-1,-1,3190,"none",0
"200377","216811","33.1","1186",1879,1139,2,"Pakistan",216817,-1,-1,3190,"none",0
"200378","216812","33.2","1186",1879,1139,2,"Pakistan",216818,-1,-1,3190,"none",0
"200380","216814","33.4","1186",1879,1139,2,"Pakistan",216820,-1,-1,3190,"none",0
"200382","216816","33.6","1186",1879,1139,2,"Pakistan",216822,-1,-1,3190,"none",0
"200383","216817","34.1","1186",1860,1139,2,"Pakistan",216823,-1,-1,3190,"none",0
"200385","216819","34.3","1186",1860,1139,2,"Pakistan",216825,-1,-1,3190,"none",0
"200386","216820","34.4","1186",1860,1139,2,"Pakistan",216826,-1,-1,3190,"none",0
"200389","216823","35.1","1186",1879,1139,2,"Pakistan",216829,-1,-1,3190,"none",0
"200390","216824","35.2","1186",1879,1139,2,"Pakistan",216830,-1,-1,3190,"none",0
"200392","216826","35.4","1186",1879,1139,2,"Pakistan",216832,-1,-1,3190,"none",0
"200393","216827","35.5","1186",1879,1139,2,"Pakistan",216833,-1,-1,3190,"none",0
"200394","216828","35.6","1186",1879,1139,2,"Pakistan",216834,-1,-1,3190,"none",0
"200395","216829","36.1","1186",1860,1139,2,"Pakistan",216835,-1,-1,3190,"none",0
"200396","216830","36.2","1186",1860,1139,2,"Pakistan",216836,-1,-1,3190,"none",0
"200397","216831","36.3","1186",1860,1139,2,"Pakistan",216837,-1,-1,3190,"none",0
"200398","216832","36.4","1186",1860,1139,2,"Pakistan",216838,-1,-1,3190,"none",0
"200399","216833","36.5","1186",1860,1139,2,"Pakistan",216839,-1,-1,3190,"none",0
"200402","216836","37.2","1186",1879,1139,2,"Pakistan",216842,-1,-1,3190,"none",0
"200403","216837","37.3","1186",1879,1139,2,"Pakistan",216843,-1,-1,3190,"none",0
"200404","216838","37.4","1186",1879,1139,2,"Pakistan",216844,-1,-1,3190,"none",0
"200405","216839","37.5","1186",1879,1139,2,"Pakistan",216845,-1,-1,3190,"none",0
"200407","216841","38.1","1186",1864,1139,2,"Pakistan",216847,-1,-1,3190,"none",0
"200408","216842","38.2","1186",1864,1139,2,"Pakistan",216848,-1,-1,3190,"none",0
"200409","216843","38.3","1186",1864,1139,2,"Pakistan",216849,8035,-1,3190,"none",0
"200410","216844","38.3","1186",1864,1139,2,"Pakistan",216850,-1,-1,3190,"none",0
"200411","216845","38.4","1186",1864,1139,2,"Pakistan",216851,-1,-1,3190,"none",0
"200412","216846","38.5","1186",1864,1139,2,"Pakistan",216852,-1,-1,3190,"none",0
"200414","216848","39.1","1186",242,1139,2,"Pakistan",216854,-1,-1,3190,"none",0
"200415","216849","39.2","1186",242,1139,2,"Pakistan",216855,-1,-1,3190,"none",0
"200417","216851","39.4","1186",242,1139,2,"Pakistan",216857,-1,-1,3190,"none",0
"200418","216852","39.5","1186",242,1139,2,"Pakistan",216858,-1,-1,3190,"none",0
"200419","216853","39.6","1186",242,1139,2,"Pakistan",216859,-1,-1,3190,"none",0
"200421","216855","40.2","1186",1864,1139,2,"Pakistan",216861,-1,-1,3190,"none",0
"200422","216856","40.3","1186",1864,1139,2,"Pakistan",216862,-1,-1,3190,"none",0
"200423","216857","40.4","1186",1864,1139,2,"Pakistan",216863,-1,-1,3190,"none",0
"200424","216858","40.5","1186",1864,1139,2,"Pakistan",216864,-1,-1,3190,"none",0
"200426","216860","41.1","1186",1879,1139,2,"Pakistan",216866,-1,-1,3190,"none",0
"200430","216864","41.5","1186",1879,1139,2,"Pakistan",216870,-1,-1,3190,"none",0
"200432","216866","42.1","1186",1864,1139,2,"Pakistan",216872,-1,-1,3190,"none",0
"200433","216867","0.1","1186",1864,1139,1,"Pakistan",216873,-1,-1,3188,"none",0
"200434","216868","0.2","1186",1864,1139,1,"Pakistan",216874,-1,-1,3188,"none",0
"200435","216869","0.3","1186",1864,1139,1,"Pakistan",216875,-1,-1,3188,"none",0
"200436","216870","0.4","1186",1864,1139,1,"Pakistan",216876,-1,-1,3188,"none",0
"200437","216871","0.5","1186",1864,1139,1,"Pakistan",216877,-1,-1,3188,"none",0
"200439","216873","1.1","1186",1879,1139,1,"Pakistan",216879,-1,-1,3188,"none",0
"200440","216874","1.2","1186",1879,1139,1,"Pakistan",216880,-1,-1,3188,"none",0
"200441","216875","1.3","1186",1879,1139,1,"Pakistan",216881,-1,-1,3188,"none",0
"200442","216876","1.4","1186",1879,1139,1,"Pakistan",216882,-1,-1,3188,"none",0
"200443","216877","1.5","1186",1879,1139,1,"Pakistan",216883,-1,-1,3188,"none",0
"200444","216878","1.6","1186",1879,1139,1,"Pakistan",216884,-1,-1,3188,"none",0
"200451","216885","2.6","1186",1864,1289,1,"Pakistan",216891,-1,-1,3188,"none",0
"200453","216887","3.2","1186",1879,1289,1,"Pakistan",216893,-1,-1,3188,"none",0
"200454","216888","3.3","1186",1879,1289,1,"Pakistan",216894,-1,-1,3188,"none",0
"200455","216889","3.4","1186",1879,1289,1,"Pakistan",216895,-1,-1,3188,"none",0
"200456","216890","3.5","1186",1879,1289,1,"Pakistan",216896,-1,-1,3188,"none",0
"200457","216891","3.6","1186",1879,1289,1,"Pakistan",216897,-1,-1,3188,"none",0
"200465","216899","5.1","1186",1879,1289,1,"Pakistan",216905,-1,-1,3188,"none",0
"200466","216900","5.2","1186",1879,1289,1,"Pakistan",216906,-1,-1,3188,"none",0
"200467","216901","5.3","1186",1879,1289,1,"Pakistan",216907,-1,-1,3188,"none",0
"200468","216902","5.4","1186",1879,1289,1,"Pakistan",216908,-1,-1,3188,"none",0
"200470","216904","5.6","1186",1879,1289,1,"Pakistan",216910,-1,-1,3188,"none",0
"200472","216906","6.2","1186",1864,1289,1,"Pakistan",216912,-1,-1,3188,"none",0
"200474","216908","6.4","1186",1864,1289,1,"Pakistan",216914,-1,-1,3188,"none",0
"200475","216909","6.5","1186",1864,1289,1,"Pakistan",216915,-1,-1,3188,"none",0
"200476","216910","6.6","1186",1864,1289,1,"Pakistan",216916,-1,-1,3188,"none",0
"200479","216913","7.3","1186",1879,1289,1,"Pakistan",216919,-1,-1,3188,"none",0
"200480","216914","7.4","1186",1879,1289,1,"Pakistan",216920,-1,-1,3188,"none",0
"200481","216915","7.5","1186",1879,1289,1,"Pakistan",216921,-1,-1,3188,"none",0
"200486","216920","8.4","1186",1864,1289,1,"Pakistan",216926,-1,-1,3188,"none",0
"200489","216923","9.1","1186",1879,1289,1,"Pakistan",216929,-1,-1,3188,"none",0
"200492","216926","9.4","1186",1879,1289,1,"Pakistan",216932,-1,-1,3188,"none",0
"200493","216927","9.5","1186",1879,1289,1,"Pakistan",216933,-1,-1,3188,"none",0
"200494","216928","9.6","1186",1879,1289,1,"Pakistan",216934,-1,-1,3188,"none",0
"200496","216930","10.2","1186",1898,1289,1,"Pakistan",216936,-1,-1,3188,"none",0
"200497","216931","10.3","1186",1898,1289,1,"Pakistan",216937,-1,-1,3188,"none",0
"200498","216932","10.4","1186",1898,1289,1,"Pakistan",216938,-1,-1,3188,"none",0
"200499","216933","10.5","1186",1898,1289,1,"Pakistan",216939,-1,-1,3188,"none",0
"200500","216934","10.6","1186",1898,1289,1,"Pakistan",216940,-1,-1,3188,"none",0
"200502","216936","11.2","1186",1848,1289,1,"Pakistan",216942,-1,-1,3188,"none",0
"200505","216939","11.5","1186",1848,1289,1,"Pakistan",216945,-1,-1,3188,"none",0
"200506","216940","11.6","1186",1848,1289,1,"Pakistan",216946,-1,-1,3188,"none",0
"200508","216942","12.2","1186",1898,1289,1,"Pakistan",216948,-1,-1,3188,"none",0
"200510","216944","12.4","1186",1898,1289,1,"Pakistan",216950,-1,-1,3188,"none",0
"200511","216945","12.5","1186",1898,1289,1,"Pakistan",216951,-1,-1,3188,"none",0
"200517","216951","13.5","1186",1848,1289,1,"Pakistan",216957,-1,-1,3188,"none",0
"200520","216954","14.2","1186",1898,1289,1,"Pakistan",216960,-1,-1,3188,"none",0
"200521","216955","14.3","1186",1898,1289,1,"Pakistan",216961,-1,-1,3188,"none",0
"200522","216956","14.4","1186",1898,1289,1,"Pakistan",216962,-1,5839,3188,"none",0
"230347","246781","0.1","1186",1752,1278,1,"Pakistan",246787,-1,-1,3156,"none",0
"230348","246782","0.2","1186",1752,1278,1,"Pakistan",246788,-1,-1,3156,"none",0
"230349","246783","0.3","1186",1752,1278,1,"Pakistan",246789,-1,-1,3156,"none",0
"230350","246784","0.4","1186",1752,1278,1,"Pakistan",246790,-1,-1,3156,"none",0
"230351","246785","0.5","1186",1752,1278,1,"Pakistan",246791,-1,-1,3156,"none",0
"230352","246786","0.6","1186",1752,1278,1,"Pakistan",246792,-1,-1,3156,"none",0
"230357","246791","1.5","1186",352,1278,1,"Pakistan",246797,-1,-1,3156,"none",0
"230358","246792","1.6","1186",352,1278,1,"Pakistan",246798,-1,-1,3156,"none",0
"230359","246793","2.1","1186",1752,1278,1,"Pakistan",246799,-1,-1,3156,"none",0
"230360","246794","2.2","1186",1752,1278,1,"Pakistan",246800,-1,-1,3156,"none",0
"230361","246795","2.3","1186",1752,1278,1,"Pakistan",246801,-1,-1,3156,"none",0
"230362","246796","2.4","1186",1752,1278,1,"Pakistan",246802,-1,-1,3156,"none",0
"230363","246797","2.5","1186",1752,1278,1,"Pakistan",246803,-1,-1,3156,"none",0
"230364","246798","2.6","1186",1752,1278,1,"Pakistan",246804,-1,-1,3156,"none",0
"230371","246805","4.1","1186",1752,1278,1,"Pakistan",246811,9005,-1,3156,"none",0
"230372","246806","4.1","1186",1752,1278,1,"Pakistan",246812,-1,-1,3156,"none",0
"230376","246810","4.5","1186",1752,525,1,"Pakistan",246816,-1,-1,3156,"none",0
"230377","246811","4.6","1186",1752,525,1,"Pakistan",246817,-1,-1,3156,"none",0
"230378","246812","5.1","1186",352,525,1,"Pakistan",246818,-1,-1,3156,"none",0
"230384","246818","6.1","1186",1752,525,1,"Pakistan",246824,-1,-1,3156,"none",0
"230385","246819","6.2","1186",1752,525,1,"Pakistan",246825,-1,-1,3156,"none",0
"230386","246820","6.3","1186",1752,525,1,"Pakistan",246826,-1,-1,3156,"none",0
"230387","246821","6.4","1186",1752,525,1,"Pakistan",246827,-1,-1,3156,"none",0
"230388","246822","6.5","1186",1752,525,1,"Pakistan",246828,-1,-1,3156,"none",0
"230389","246823","6.6","1186",1752,525,1,"Pakistan",246829,-1,-1,3156,"none",0
"230394","246828","7.5","1186",352,525,1,"Pakistan",246834,-1,-1,3156,"none",0
"230395","246829","7.6","1186",352,525,1,"Pakistan",246835,-1,-1,3156,"none",0
"230398","246832","8.3","1186",1752,525,1,"Pakistan",246838,-1,-1,3156,"none",0
"230402","246836","9.1","1186",352,525,1,"Pakistan",246842,-1,-1,3156,"none",0
"230403","246837","9.2","1186",352,525,1,"Pakistan",246843,-1,-1,3156,"none",0
"230404","246838","9.3","1186",352,525,1,"Pakistan",246844,-1,-1,3156,"none",0
"230405","246839","9.4","1186",352,525,1,"Pakistan",246845,-1,-1,3156,"none",0
"230406","246840","9.5","1186",352,525,1,"Pakistan",246846,-1,-1,3156,"none",0
"230407","246841","9.6","1186",352,525,1,"Pakistan",246847,-1,-1,3156,"none",0
"230410","246844","10.3","1186",1769,525,1,"Pakistan",246850,-1,-1,3156,"none",0
"230414","246848","11.1","1186",352,525,1,"Pakistan",246854,-1,-1,3156,"none",0
"230415","246849","11.2","1186",352,525,1,"Pakistan",246855,-1,-1,3156,"none",0
"230419","246853","11.6","1186",352,525,1,"Pakistan",246859,-1,-1,3156,"none",0
"230420","246854","12.1","1186",1769,525,1,"Pakistan",246860,-1,-1,3156,"none",0
"230426","246860","13.1","1186",352,525,1,"Pakistan",246866,-1,-1,3156,"none",0
"230427","246861","13.2","1186",352,525,1,"Pakistan",246867,-1,-1,3156,"none",0
"230428","246862","13.3","1186",352,525,1,"Pakistan",246868,-1,-1,3156,"none",0
